transaction_id,merchant_reference,processor,payment_method,status,currency,captured_amount_minor,capture_date
DMO-SI-0086,DMO-MC-0086,SIAMLINK,bank_transfer,CAPTURED,THB,225844,2026-07-29T09:00:00.000Z
DMO-ME-0087,DMO-MC-0087,MEKONGPAY,bank_transfer,CAPTURED,VND,4695148,2026-07-25T09:00:00.000Z
DMO-NU-0088,DMO-MC-0088,NUSAPAY,e_wallet,CAPTURED,IDR,72397552,2026-07-30T09:00:00.000Z
DMO-SI-0089,DMO-MC-0089,SIAMLINK,e_wallet,CAPTURED,THB,461760,2026-07-29T09:00:00.000Z
DMO-ME-0090,DMO-MC-0090,MEKONGPAY,e_wallet,CAPTURED,VND,17138458,2026-07-30T09:00:00.000Z
DMO-NU-0091,DMO-MC-0091,NUSAPAY,credit_card,CAPTURED,IDR,13205837,2026-07-28T09:00:00.000Z
DMO-SI-0092,DMO-MC-0092,SIAMLINK,credit_card,CAPTURED,THB,301138,2026-07-29T09:00:00.000Z
DMO-ME-0093,DMO-MC-0093,MEKONGPAY,credit_card,CAPTURED,VND,14939211,2026-07-28T09:00:00.000Z
DMO-NU-0094,DMO-MC-0094,NUSAPAY,bank_transfer,CAPTURED,IDR,27546640,2026-07-24T09:00:00.000Z
DMO-SI-0095,DMO-MC-0095,SIAMLINK,bank_transfer,CAPTURED,THB,476038,2026-07-30T09:00:00.000Z
DMO-ME-0096,DMO-MC-0096,MEKONGPAY,bank_transfer,CAPTURED,VND,5966061,2026-07-30T09:00:00.000Z
DMO-NU-0097,DMO-MC-0097,NUSAPAY,e_wallet,CAPTURED,IDR,40138347,2026-07-30T09:00:00.000Z
DMO-SI-0098,DMO-MC-0098,SIAMLINK,e_wallet,CAPTURED,THB,133664,2026-07-29T09:00:00.000Z
DMO-ME-0099,DMO-MC-0099,MEKONGPAY,e_wallet,CAPTURED,VND,13296501,2026-07-30T09:00:00.000Z
DMO-NU-0100,DMO-MC-0100,NUSAPAY,credit_card,CAPTURED,IDR,27630349,2026-07-28T09:00:00.000Z
DMO-SI-0101,DMO-MC-0101,SIAMLINK,credit_card,CAPTURED,THB,92070,2026-07-30T09:00:00.000Z
DMO-ME-0102,DMO-MC-0102,MEKONGPAY,credit_card,CAPTURED,VND,13105164,2026-07-28T09:00:00.000Z
DMO-NU-0103,DMO-MC-0103,NUSAPAY,bank_transfer,CAPTURED,IDR,57285979,2026-07-30T09:00:00.000Z
DMO-SI-0104,DMO-MC-0104,SIAMLINK,bank_transfer,CAPTURED,THB,136522,2026-07-26T09:00:00.000Z
DMO-ME-0105,DMO-MC-0105,MEKONGPAY,bank_transfer,CAPTURED,VND,4521607,2026-07-27T09:00:00.000Z
DMO-NU-0106,DMO-MC-0106,NUSAPAY,e_wallet,CAPTURED,IDR,54866297,2026-07-29T09:00:00.000Z
DMO-SI-0107,DMO-MC-0107,SIAMLINK,e_wallet,CAPTURED,THB,225905,2026-07-30T09:00:00.000Z
DMO-ME-0108,DMO-MC-0108,MEKONGPAY,e_wallet,CAPTURED,VND,11646792,2026-07-30T09:00:00.000Z
DMO-NU-0109,DMO-MC-0109,NUSAPAY,credit_card,CAPTURED,IDR,50508445,2026-07-30T09:00:00.000Z
DMO-SI-0110,DMO-MC-0110,SIAMLINK,credit_card,CAPTURED,THB,327243,2026-07-28T09:00:00.000Z
DMO-ME-0111,DMO-MC-0111,MEKONGPAY,credit_card,CAPTURED,VND,4108752,2026-07-29T09:00:00.000Z
DMO-NU-0112,DMO-MC-0112,NUSAPAY,bank_transfer,CAPTURED,IDR,63733212,2026-07-28T09:00:00.000Z
DMO-SI-0113,DMO-MC-0113,SIAMLINK,bank_transfer,CAPTURED,THB,21821,2026-07-25T09:00:00.000Z
DMO-ME-0114,DMO-MC-0114,MEKONGPAY,bank_transfer,CAPTURED,VND,7873875,2026-07-29T09:00:00.000Z
DMO-NU-0115,DMO-MC-0115,NUSAPAY,e_wallet,CAPTURED,IDR,68718573,2026-07-29T09:00:00.000Z
DMO-SI-0116,DMO-MC-0116,SIAMLINK,e_wallet,CAPTURED,THB,347260,2026-07-29T09:00:00.000Z
DMO-ME-0117,DMO-MC-0117,MEKONGPAY,e_wallet,CAPTURED,VND,13760021,2026-07-29T09:00:00.000Z
DMO-NU-0118,DMO-MC-0118,NUSAPAY,credit_card,CAPTURED,IDR,15296236,2026-07-29T09:00:00.000Z
DMO-SI-0119,DMO-MC-0119,SIAMLINK,credit_card,CAPTURED,THB,318350,2026-07-30T09:00:00.000Z
DMO-ME-0120,DMO-MC-0120,MEKONGPAY,credit_card,CAPTURED,VND,4947554,2026-07-28T09:00:00.000Z
DMO-NU-0121,DMO-MC-0121,NUSAPAY,bank_transfer,CAPTURED,IDR,13161660,2026-07-24T09:00:00.000Z
DMO-SI-0122,DMO-MC-0122,SIAMLINK,bank_transfer,CAPTURED,THB,359222,2026-07-29T09:00:00.000Z
DMO-ME-0123,DMO-MC-0123,MEKONGPAY,bank_transfer,CAPTURED,VND,5067508,2026-07-25T09:00:00.000Z
DMO-NU-0124,DMO-MC-0124,NUSAPAY,e_wallet,CAPTURED,IDR,12218180,2026-07-30T09:00:00.000Z
DMO-SI-0125,DMO-MC-0125,SIAMLINK,e_wallet,CAPTURED,THB,332579,2026-07-29T09:00:00.000Z
DMO-ME-0126,DMO-MC-0126,MEKONGPAY,e_wallet,CAPTURED,VND,3337220,2026-07-29T09:00:00.000Z
DMO-NU-0127,DMO-MC-0127,NUSAPAY,credit_card,CAPTURED,IDR,63317673,2026-07-30T09:00:00.000Z
DMO-SI-0128,DMO-MC-0128,SIAMLINK,credit_card,CAPTURED,THB,69233,2026-07-30T09:00:00.000Z
DMO-ME-0129,DMO-MC-0129,MEKONGPAY,credit_card,CAPTURED,VND,17546644,2026-07-30T09:00:00.000Z
DMO-NU-0130,DMO-MC-0130,NUSAPAY,bank_transfer,CAPTURED,IDR,25548020,2026-07-24T09:00:00.000Z
DMO-SI-0131,DMO-MC-0131,SIAMLINK,bank_transfer,CAPTURED,THB,421221,2026-07-30T09:00:00.000Z
DMO-ME-0132,DMO-MC-0132,MEKONGPAY,bank_transfer,CAPTURED,VND,7215061,2026-07-25T09:00:00.000Z
DMO-NU-0133,DMO-MC-0133,NUSAPAY,e_wallet,CAPTURED,IDR,60822199,2026-07-29T09:00:00.000Z
DMO-SI-0134,DMO-MC-0134,SIAMLINK,e_wallet,CAPTURED,THB,133838,2026-07-30T09:00:00.000Z
DMO-ME-0135,DMO-MC-0135,MEKONGPAY,e_wallet,CAPTURED,VND,15241802,2026-07-30T09:00:00.000Z
DMO-NU-0136,DMO-MC-0136,NUSAPAY,credit_card,CAPTURED,IDR,50173677,2026-07-28T09:00:00.000Z
DMO-SI-0137,DMO-MC-0137,SIAMLINK,credit_card,CAPTURED,THB,353746,2026-07-29T09:00:00.000Z
DMO-ME-0138,DMO-MC-0138,MEKONGPAY,credit_card,CAPTURED,VND,1421690,2026-07-30T09:00:00.000Z
DMO-NU-0139,DMO-MC-0139,NUSAPAY,bank_transfer,CAPTURED,IDR,44425858,2026-07-25T09:00:00.000Z
DMO-SI-0140,DMO-MC-0140,SIAMLINK,bank_transfer,CAPTURED,THB,113767,2026-07-26T09:00:00.000Z
DMO-ME-0141,DMO-MC-0141,MEKONGPAY,bank_transfer,CAPTURED,VND,10365536,2026-07-27T09:00:00.000Z
DMO-NU-0142,DMO-MC-0142,NUSAPAY,e_wallet,CAPTURED,IDR,17256355,2026-07-30T09:00:00.000Z
DMO-SI-0143,DMO-MC-0143,SIAMLINK,e_wallet,CAPTURED,THB,98076,2026-07-30T09:00:00.000Z
DMO-ME-0144,DMO-MC-0144,MEKONGPAY,e_wallet,CAPTURED,VND,18673133,2026-07-30T09:00:00.000Z
DMO-NU-0145,DMO-MC-0145,NUSAPAY,credit_card,CAPTURED,IDR,45991967,2026-07-30T09:00:00.000Z
DMO-SI-0146,DMO-MC-0146,SIAMLINK,credit_card,CAPTURED,THB,93991,2026-07-29T09:00:00.000Z
DMO-ME-0147,DMO-MC-0147,MEKONGPAY,credit_card,CAPTURED,VND,13364017,2026-07-28T09:00:00.000Z
DMO-NU-0148,DMO-MC-0148,NUSAPAY,bank_transfer,CAPTURED,IDR,82751644,2026-07-29T09:00:00.000Z
DMO-SI-0149,DMO-MC-0149,SIAMLINK,bank_transfer,CAPTURED,THB,350591,2026-07-27T09:00:00.000Z
DMO-ME-0150,DMO-MC-0150,MEKONGPAY,bank_transfer,CAPTURED,VND,6383535,2026-07-26T09:00:00.000Z
DMO-NU-0151,DMO-MC-0151,NUSAPAY,e_wallet,CAPTURED,IDR,13002945,2026-07-30T09:00:00.000Z
DMO-SI-0152,DMO-MC-0152,SIAMLINK,e_wallet,CAPTURED,THB,206042,2026-07-30T09:00:00.000Z
DMO-ME-0153,DMO-MC-0153,MEKONGPAY,e_wallet,CAPTURED,VND,11514395,2026-07-29T09:00:00.000Z
DMO-NU-0154,DMO-MC-0154,NUSAPAY,credit_card,CAPTURED,IDR,80324937,2026-07-30T09:00:00.000Z
DMO-SI-0155,DMO-MC-0155,SIAMLINK,credit_card,CAPTURED,THB,12475,2026-07-30T09:00:00.000Z
DMO-ME-0156,DMO-MC-0156,MEKONGPAY,credit_card,CAPTURED,VND,6003421,2026-07-29T09:00:00.000Z
DMO-NU-0157,DMO-MC-0157,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0158,DMO-MC-0158,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0159,DMO-MC-0159,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0160,DMO-MC-0160,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0161,DMO-MC-0161,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0162,DMO-MC-0162,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0163,DMO-MC-0163,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0164,DMO-MC-0164,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0165,DMO-MC-0165,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0166,DMO-MC-0166,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0167,DMO-MC-0167,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0168,DMO-MC-0168,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0169,DMO-MC-0169,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0170,DMO-MC-0170,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0171,DMO-MC-0171,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0172,DMO-MC-0172,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0173,DMO-MC-0173,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0174,DMO-MC-0174,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0175,DMO-MC-0175,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0176,DMO-MC-0176,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0177,DMO-MC-0177,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0178,DMO-MC-0178,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0179,DMO-MC-0179,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0180,DMO-MC-0180,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0181,DMO-MC-0181,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0182,DMO-MC-0182,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0183,DMO-MC-0183,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0184,DMO-MC-0184,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0185,DMO-MC-0185,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0186,DMO-MC-0186,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0187,DMO-MC-0187,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0188,DMO-MC-0188,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0189,DMO-MC-0189,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0190,DMO-MC-0190,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0191,DMO-MC-0191,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0192,DMO-MC-0192,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0193,DMO-MC-0193,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0194,DMO-MC-0194,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0195,DMO-MC-0195,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0196,DMO-MC-0196,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0197,DMO-MC-0197,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0198,DMO-MC-0198,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0199,DMO-MC-0199,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0200,DMO-MC-0200,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0201,DMO-MC-0201,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0202,DMO-MC-0202,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0203,DMO-MC-0203,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0204,DMO-MC-0204,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0205,DMO-MC-0205,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0206,DMO-MC-0206,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0207,DMO-MC-0207,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0208,DMO-MC-0208,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0209,DMO-MC-0209,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0210,DMO-MC-0210,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0211,DMO-MC-0211,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0212,DMO-MC-0212,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0213,DMO-MC-0213,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0214,DMO-MC-0214,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0215,DMO-MC-0215,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0216,DMO-MC-0216,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0217,DMO-MC-0217,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0218,DMO-MC-0218,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0219,DMO-MC-0219,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0220,DMO-MC-0220,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0221,DMO-MC-0221,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0222,DMO-MC-0222,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0223,DMO-MC-0223,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
DMO-SI-0224,DMO-MC-0224,SIAMLINK,e_wallet,AUTHORIZED,THB,,
DMO-ME-0225,DMO-MC-0225,MEKONGPAY,e_wallet,AUTHORIZED,VND,,
DMO-NU-0226,DMO-MC-0226,NUSAPAY,credit_card,AUTHORIZED,IDR,,
DMO-SI-0227,DMO-MC-0227,SIAMLINK,credit_card,AUTHORIZED,THB,,
DMO-ME-0228,DMO-MC-0228,MEKONGPAY,credit_card,AUTHORIZED,VND,,
DMO-NU-0229,DMO-MC-0229,NUSAPAY,bank_transfer,AUTHORIZED,IDR,,
DMO-SI-0230,DMO-MC-0230,SIAMLINK,bank_transfer,AUTHORIZED,THB,,
DMO-ME-0231,DMO-MC-0231,MEKONGPAY,bank_transfer,AUTHORIZED,VND,,
DMO-NU-0232,DMO-MC-0232,NUSAPAY,e_wallet,AUTHORIZED,IDR,,
